8G6,627500,53800
8G7,634800,53800
8G8,642100,53800
8G9,649400,53800
8G10,656700,53800
8G11,664000,53800
8G12,671300,53800
8H12,671300,61100
8H11,664000,61100
8H10,656700,61100
8H9,649400,61100
8H8,642100,61100
8H7,634800,61100
8H6,627500,61100
8H5,620200,61100
8H4,612900,61100
8H3,605600,61100
8H2,598300,61100
8H1,591000,61100
9A1,6500,66000
9A2,13800,66000
9A3,21100,66000
9A4,28400,66000
9A5,35700,66000
9A6,43000,66000
9A7,50300,66000
9A8,57600,66000
9A9,64900,66000
9A10,72200,66000
9A11,79500,66000
9A12,86800,66000
9B12,86800,73300
9B11,79500,73300
9B10,72200,73300
9B9,64900,73300
9B8,57600,73300
9B7,50300,73300
9B6,43000,73300
9B5,35700,73300
9B4,28400,73300
9B3,21100,73300
9B2,13800,73300
9B1,6500,73300
9C1,6500,80600
9C2,13800,80600
9C3,21100,80600
9C4,28400,80600
9C5,35700,80600
9C6,43000,80600
9C7,50300,80600
9C8,57600,80600
9C9,64900,80600
9C10,72200,80600
9C11,79500,80600
9C12,86800,80600
9D12,86800,87900
9D11,79500,87900
9D10,72200,87900
9D9,64900,87900
9D8,57600,87900
9D7,50300,87900
9D6,43000,87900
9D5,35700,87900
9D4,28400,87900
9D3,21100,87900
9D2,13800,87900
9D1,6500,87900
9E1,6500,95200
9E2,13800,95200
9E3,21100,95200
9E4,28400,95200
9E5,35700,95200
9E6,43000,95200
9E7,50300,95200
9E8,57600,95200
9E9,64900,95200
9E10,72200,95200
9E11,79500,95200
9E12,86800,95200
9F12,86800,102500
9F11,79500,102500
9F10,72200,102500
9F9,64900,102500
9F8,57600,102500
9F7,50300,102500
9F6,43000,102500
9F5,35700,102500
9F4,28400,102500
9F3,21100,102500
9F2,13800,102500
9F1,6500,102500
9G1,6500,109800
9G2,13800,109800
9G3,21100,109800
9G4,28400,109800
9G5,35700,109800
9G6,43000,109800
9G7,50300,109800
9G8,57600,109800
9G9,64900,109800
9G10,72200,109800
9G11,79500,109800
9G12,86800,109800
9H12,86800,117100
9H11,79500,117100
9H10,72200,117100
9H9,64900,117100
9H8,57600,117100
9H7,50300,117100
9H6,43000,117100
9H5,35700,117100
9H4,28400,117100
9H3,21100,117100
9H2,13800,117100
9H1,6500,117100
10A1,90000,66000
10A2,97300,66000
10A3,104600,66000
10A4,111900,66000
10A5,119200,66000
10A6,126500,66000
10A7,133800,66000
10A8,141100,66000
10A9,148400,66000
10A10,155700,66000
10A11,163000,66000
10A12,170300,66000
10B12,170300,73300
10B11,163000,73300
10B10,155700,73300
10B9,148400,73300
10B8,141100,73300
10B7,133800,73300
10B6,126500,73300
10B5,119200,73300
10B4,111900,73300
10B3,104600,73300
10B2,97300,73300
10B1,90000,73300
10C1,90000,80600
10C2,97300,80600
10C3,104600,80600
10C4,111900,80600
10C5,119200,80600
10C6,126500,80600
10C7,133800,80600
10C8,141100,80600
10C9,148400,80600
10C10,155700,80600
10C11,163000,80600
10C12,170300,80600
10D12,170300,87900
10D11,163000,87900
10D10,155700,87900
10D9,148400,87900
10D8,141100,87900
10D7,133800,87900
10D6,126500,87900
10D5,119200,87900
10D4,111900,87900
10D3,104600,87900
10D2,97300,87900
10D1,90000,87900
10E1,90000,95200
10E2,97300,95200
10E3,104600,95200
10E4,111900,95200
10E5,119200,95200
10E6,126500,95200
10E7,133800,95200
10E8,141100,95200
10E9,148400,95200
10E10,155700,95200
10E11,163000,95200
10E12,170300,95200
10F12,170300,102500
10F11,163000,102500
10F10,155700,102500
10F9,148400,102500
10F8,141100,102500
10F7,133800,102500
10F6,126500,102500
10F5,119200,102500
10F4,111900,102500
10F3,104600,102500
10F2,97300,102500
10F1,90000,102500
10G1,90000,109800
10G2,97300,109800
10G3,104600,109800
10G4,111900,109800
10G5,119200,109800
10G6,126500,109800
10G7,133800,109800
10G8,141100,109800
10G9,148400,109800
10G10,155700,109800
10G11,163000,109800
10G12,170300,109800
10H12,170300,117100
10H11,163000,117100
10H10,155700,117100
10H9,148400,117100
10H8,141100,117100
10H7,133800,117100
10H6,126500,117100
10H5,119200,117100
10H4,111900,117100
10H3,104600,117100
10H2,97300,117100
10H1,90000,117100
11A1,173500,66000
11A2,180800,66000
11A3,188100,66000
11A4,195400,66000
11A5,202700,66000
11A6,210000,66000
11A7,217300,66000
11A8,224600,66000
11A9,231900,66000
11A10,239200,66000
11A11,246500,66000
11A12,253800,66000
11B12,253800,73300
11B11,246500,73300
11B10,239200,73300
11B9,231900,73300
11B8,224600,73300
11B7,217300,73300
11B6,210000,73300
11B5,202700,73300
11B4,195400,73300
11B3,188100,73300
11B2,180800,73300
11B1,173500,73300
11C1,173500,80600
11C2,180800,80600
11C3,188100,80600
11C4,195400,80600
11C5,202700,80600
11C6,210000,80600
11C7,217300,80600
11C8,224600,80600
11C9,231900,80600
11C10,239200,80600
11C11,246500,80600
11C12,253800,80600
11D12,253800,87900
11D11,246500,87900
11D10,239200,87900
11D9,231900,87900
11D8,224600,87900
11D7,217300,87900
11D6,210000,87900
11D5,202700,87900
11D4,195400,87900
11D3,188100,87900
11D2,180800,87900
11D1,173500,87900
11E1,173500,95200
11E2,180800,95200
11E3,188100,95200
11E4,195400,95200
11E5,202700,95200
11E6,210000,95200
11E7,217300,95200
11E8,224600,95200
11E9,231900,95200
11E10,239200,95200
11E11,246500,95200
11E12,253800,95200
11F12,253800,102500
11F11,246500,102500
11F10,239200,102500
11F9,231900,102500
11F8,224600,102500
11F7,217300,102500
11F6,210000,102500
11F5,202700,102500
11F4,195400,102500
11F3,188100,102500
11F2,180800,102500
11F1,173500,102500
11G1,173500,109800
11G2,180800,109800
11G3,188100,109800
11G4,195400,109800
11G5,202700,109800
11G6,210000,109800
11G7,217300,109800
11G8,224600,109800
11G9,231900,109800
11G10,239200,109800
11G11,246500,109800
11G12,253800,109800
11H12,253800,117100
11H11,246500,117100
11H10,239200,117100
11H9,231900,117100
11H8,224600,117100
11H7,217300,117100
11H6,210000,117100
11H5,202700,117100
11H4,195400,117100
11H3,188100,117100
11H2,180800,117100
11H1,173500,117100
12A1,257000,66000
12A2,264300,66000
12A3,271600,66000
12A4,278900,66000
12A5,286200,66000
12A6,293500,66000
12A7,300800,66000
12A8,308100,66000
12A9,315400,66000
12A10,322700,66000
12A11,330000,66000
12A12,337300,66000
12B12,337300,73300
12B11,330000,73300
12B10,322700,73300
12B9,315400,73300
12B8,308100,73300
12B7,300800,73300
12B6,293500,73300
12B5,286200,73300
12B4,278900,73300
12B3,271600,73300
12B2,264300,73300
12B1,257000,73300
12C1,257000,80600
12C2,264300,80600
12C3,271600,80600
12C4,278900,80600
12C5,286200,80600
12C6,293500,80600
12C7,300800,80600
12C8,308100,80600
12C9,315400,80600
12C10,322700,80600
12C11,330000,80600
12C12,337300,80600
12D12,337300,87900
12D11,330000,87900
12D10,322700,87900
12D9,315400,87900
12D8,308100,87900
12D7,300800,87900
12D6,293500,87900
12D5,286200,87900
12D4,278900,87900
12D3,271600,87900
12D2,264300,87900
12D1,257000,87900
12E1,257000,95200
12E2,264300,95200
12E3,271600,95200
12E4,278900,95200
12E5,286200,95200
12E6,293500,95200
12E7,300800,95200
12E8,308100,95200
12E9,315400,95200
12E10,322700,95200
12E11,330000,95200
12E12,337300,95200
12F12,337300,102500
12F11,330000,102500
12F10,322700,102500
12F9,315400,102500
12F8,308100,102500
12F7,300800,102500
12F6,293500,102500
12F5,286200,102500
12F4,278900,102500
12F3,271600,102500
12F2,264300,102500
12F1,257000,102500
12G1,257000,109800
12G2,264300,109800
12G3,271600,109800
12G4,278900,109800
12G5,286200,109800
12G6,293500,109800
12G7,300800,109800
12G8,308100,109800
12G9,315400,109800
12G10,322700,109800
12G11,330000,109800
12G12,337300,109800
12H12,337300,117100
12H11,330000,117100
12H10,322700,117100
12H9,315400,117100
12H8,308100,117100
12H7,300800,117100
12H6,293500,117100
12H5,286200,117100
12H4,278900,117100
12H3,271600,117100
12H2,264300,117100
12H1,257000,117100
